North Pacific giant octopus (Enteroctopus dofleini),みずだこ
Mr. Children (a band in Japan),みすちる
misty,みすてぃー
mistake,みすていく
mysticism,みすてぃしずむ
mystic,みすてぃっく
mystification,みすてぃふぃけーしょん
mistake,みすてーく
mystery,みすてり
mysterious,みすてりあす
mystery,みすてりー
mystery circle,みすてりーさーくる
crop circle,みすてりーさーくる
mist,みすと
Mister Donut (coffee shop),みすど
mistral,みすとらる
mistress,みすとれす
petrel (esp. petrels of family Procellariidae),みずなぎどり
Mongolian oak,みずなら
quercus mongolica var. grosseserrata,みずなら
misprint,みすぷ
misfortune,みすふぉーちゅん
misprint,みすぷり
misprint,みすぷりんと
misplay,みすぷれー
zurna (Anatolian woodwind instrument) (ara: mizmar),みずまーる
surnay,みずまーる
mis-match,みすまっち
Japanese cherry birch,みずめ
betula grossa,みずめ
mislead,みすりーど
to make a mistake,みする
to mess up,みする
to make an error,みする
to err,みする
mizzen mast,みずんますと
Mrs,みせす
Mrs,みせず
midget,みぜっと
midget house,みぜっとはうす
Siebold's stonecrop (Hylotelephium sieboldii),みせばや
miserable,みぜらぶる
misery index,みぜりーいんでっくす
micelle,みせる
winter wren (Troglodytes troglodytes),みそさざい
misogyny,みそじにー
Lythrum anceps (species of loosestrife closely related to purple loosestrife, Lythrum salicaria),みそはぎ
Lythrum anceps (species of loosestrife closely related to purple loosestrife, Lythrum salicaria),みぞはぎ
mythology,みそろじー
mythologist,みそろじすと
knotgrass (Polygonum aviculare),みちやなぎ
honey badger (Mellivora capensis),みつあなぐま
honeyguide (any bird of family Indicatoridae),みつおしえ
mickey,みっきー
man who is easily compelled into giving a woman gifts,みつぐくん
a man only used to receive gifts from,みつぐくん
mix,みっくす
assorted sandwiches (和製: mix sandwich),みっくすさんど
mixed juice,みっくすじゅーす
mixed doubles,みっくすどだぶるす
mixed media,みっくすめでぃあ
goblin shark (Mitsukurina owstoni),みつくりざめ
missy,みっしー
misch metal,みっしゅめたる
mission,みっしょん
transmission,みっしょん
mission critical,みっしょんくりてぃかる
mission school,みっしょんすくーる
missing link (i.e. transitional fossil),みっしんぐりんく
honeyeater (any of a number of long-tongued Australasian songbirds, esp. the cardinal honeyeater, Myzomela cardinalis),みつすい
Meliphagidae (honeyeater family of birds),みつすいか
ivy-leaved maple,みつでかえで
acer cissifolium,みつでかえで
mitt,みっと
mid tier,みっどてぃあ
midnight,みっどないと
midnight show,みっどないとしょー
midnight blue,みっどないとぶるー
midfielder,みっどふぃーるだー
midrange,みっどれんじ
mid-range machine,みっどれんじましん
mid-range model,みっどれんじもでる
MIPS (million instructions per second),みっぷす
Multum In Parvo mapping,みっぷまっぴんぐ
MIP mapping,みっぷまっぴんぐ
MIPMAP,みっぷまっぴんぐ
Oriental paper bush (Edgeworthia chrysantha),みつまた
mitsumata,みつまた
Mitzvah,みつわー
midi (i.e. midiskirt),みでぃ
middy,みでぃ
middy blouse,みでぃ
blouse with a sailor collar,みでぃ
medium,みでぃあむ
half-way between medium and well done (和製: medium well),みでぃあむうぇる
medium size,みでぃあむさいず
medium rare,みでぃあむれあ
mediocracy,みでぃおくらしー
mitigation,みてぃげーしょん
MIDI communication,みでぃこみ
middy look,みでぃろっく
mitochondria,みとこんどりあ
Mitochondrial Eve,みとこんどりあいぶ
mitochondrial DNA,みとこんどりあでぃーえぬえー
mitochondrial encephalomyopathy,みとこんどりあのうきんしょう
mythos,みとす
Mithraism,みとらきょう
Mithraism,みとらすきょう
middle,みどる
middle iron,みどるあいあん
middleware,みどるうぇあ
middle age,みどるえいじ
middle age,みどるえーじ
mid-life crisis (和製: middle-age crisis),みどるえーじくらいしす
middle age syndrome,みどるえーじしんどろーむ
middle level (和製: middle end),みどるえんど
mid-range,みどるえんど
middleweight class,みどるきゅう
middle class,みどるくらす
middle school,みどるすくーる
middle-tower-style,みどるたわーがた
middle-tower-style computer,みどるたわーがたこんぴゅーた
middle-tower-style PC,みどるたわーがたぴーしー
middle teens,みどるてぃーん
middle name,みどるねーむ
middle hole,みどるほーる
middle management,みどるまねーじまんと
middle management,みどるまねーじめんと
middle range machine,みどるれんじましん
middle range model,みどるれんじもでる
mitten,みとん
southern right whale (Eubalaena australis),みなみせみくじら
Arnoux's beaked whale (Berardius arnuxii),みなみつちくじら
minaret,みなれっと
mini,みに
miniature,みにあちゅあ
miniature,みにあちゅーる
minion,みにおん
minicar,みにかー
communications within a small range (和製: mini communication),みにこみ
mini golf,みにごるふ
mini-computer,みにこん
mini-computer,みにこんぴゅーた
mini-computer,みにこんぴゅーたー
mini component,みにこんぽ
minicycle,みにさいくる
mini size,みにさいず
mini theater,みにしあたー
mini theatre,みにしあたー
mini-shinkansen,みにしんかんせん
mini-skirt,みにすか
mini-skirt,みにすかーと
minister,みにすたー
ministate,みにすてーと
mini-Setup,みにせっとあっぷ
monitor,みにたー
mini tower,みにたわー
mini-tower-style,みにたわーがた
mini-tower-style computer,みにたわーがたこんぴゅーた
mini-tower-style PC,みにたわーがたぴーしー
miniature,みにちゅあ
miniature car,みにちゅあかー
Miniture Card,みにちゅあかーど
minute steak,みにっつすてーき
mini DVD,みにでぃーぶいでぃー
mini-disk,みにでぃすく
minibike,みにばいく
minibuffer,みにばっふぁ
minipill,みにぴる
minifacsimile,みにふぁくす
mini floppy disk,みにふろっぴーでぃすく
minimum,みにまむ
minimum access,みにまむあくせす
minimalist program,みにまりすとぷろぐらむ
minimalist programme,みにまりすとぷろぐらむ
minimalism,みにまりずむ
minimal art,みにまるあーと
minimal music,みにまるみゅーじっく
minim,みにむ
minuet (ger: Menuett),みにゅえっと
minilab,みにらぼ
aerogramme (和製: mini letter),みにれたー
aerogram,みにれたー
Japanese alpine cherry (Prunus nipponica),みねざくら
minestrone,みねすとろーね
Minnesota,みねそた
mineral,みねらる
mineral water,みねらるうぉーた
mineral water,みねらるうぉーたー
mineral water,みねらるうおーたー
mineral water,みねらるうぉた
mineral corticoid,みねらるこるちこいど
Minerva,みねるヴぁ
Minerva,みねるば
luna lionfish (Pterois lunulata),みのかさご
minoxidil,みのきしじる
Minos,みのす
minotaur,みのたうろす
fruit fly (any insect of family Tephritidae),みばえ
barred button quail (Turnix suscitator),みふうずら
mifepristone (abortifacient steroid developed under the name RU-486),みふぇぷりすとん
Okinawan dish of pig ears,みみがー
mimicry (esp. biological),みみくり
mimicry (esp. biological),みみくりー
worm lizard,みみずとかげ
amphisbaenian,みみずとかげ
mimic,みみっく
mimesis,みめーしす
mimesis,みめしす
mimosa,みもざ
mimosa salad,みもざさらだ
mi-mollet,みもれ
Miao (people),みゃおぞく
Hmong,みゃおぞく
Thunberg's lespedeza (species of bush clover, Lespedeza thunbergii),みやぎのはぎ
bird's-foot trefoil (Lotus corniculatus, esp. Lotus corniculatus var. japonicus),みやこぐさ
birdsfoot trefoil,みやこぐさ
Tokyo bitterling (species of cyprinid fish, Tanakia tanago),みやこたなご
Eurasian oystercatcher (Haematopus ostralegus),みやこどり
black-headed gull (Larus ridibundus),みやこどり
Cinnalepeta pulchella (species of spiral-shelled gastropod),みやこどり
Cinnalepeta pulchella (species of spiral-shelled gastropod),みやこどりがい
Miyako toad (Bufo gargarizans miyakonis, a subspecies of the Asiatic toad endemic to the Ryukyu Islands),みやこひきがえる
Wright viburnum,みやまがまずみ
viburnum wrightii,みやまがまずみ
rook (species of crow, Corvus frugilegus),みやまがらす
Calopteryx cornelia (species of damselfly),みやまがわとんぼ
Japanese skimmia (Skimmia japonica, esp. S. j. var. japonica),みやましきみ
yellow-throated bunting (Emberiza elegans),みやまほおじろ
Myanmar,みゃんまー
Burmese (language),みゃんまーご
muon,みゅーおん
museum,みゅーじあむ
musical,みゅーじかる
musical glasses,みゅーじかるぐらす
musical comedy,みゅーじかるこめでぃー
musical show,みゅーじかるしょー
musical saw,みゅーじかるそー
musical play,みゅーじかるぷれー
musical bow,みゅーじかるぼー
musical box,みゅーじかるぼっくす
musician,みゅーじしゃん
music,みゅーじっく
musique concrete,みゅーじっくこんくれーと
music therapy,みゅーじっくせらぴー
music tape,みゅーじっくてーぷ
music hall,みゅーじっくほーる
music box,みゅーじっくぼっくす
Muse,みゅーず
one's muse,みゅーず
muesli,みゅーずりー
mutant,みゅーたんと
mutual fund,みゅーちゅあるふぁんど
mute,みゅーと
muon,みゅーりゅうし
mule,みゅーる
mule (women's footwear),みゅーる
spinning mule,みゅーる
Compton's mule,みゅーる
muon (particle physics),みゅおん
musette,みゅぜっと
mythos,みゅとす
three-toed sloth,みゆびなまけもの
Muller,みゅらー
Munich,みゅんへん
Muenchen,みゅんへん
Beer Hall Putsch (1923),みゅんへんいっき
Munich Putsch,みゅんへんいっき
Munich Conference (1938),みゅんへんかいだん
Munich Agreement (1938),みゅんへんきょうてい
Munich Pact,みゅんへんきょうてい
mirror,みらー
mirror server,みらーさーば
mirror server,みらーさーばー
(ftp or WWW) mirror site,みらーさいと
mirage,みらーじゅ
mirrored drives,みらーどらいぶ
mirror page (WWW),みらーぺーじ
mirror ball,みらーぼーる
mirroring,みらーりんぐ
miracle,みらくる
Mila Sohon,みらしょーん
milli-,みり
10^-3,みり
millimetre,みり
millimeter,みり
milliampere,みりあんぺあ
millionaire,みりおねあ
million,みりおん
million seller,みりおんせらー
millicurie,みりきゅりー
milligram,みりぐらむ
millisecond,みりせかんと
millisecond,みりせかんど
military,みりたりー
military march,みりたりーまーち
military look,みりたりーるっく
militarist,みりたりすと
militarism,みりたりずむ
metric screw threads,みりねじ
milli-wave,みりは
millibar,みりばーる
millisecond,みりびょう
millivolt,みりぼると
millimicron,みりみくろん
millimeter,みりめーたー
millimetre,みりめーたー
millimeter,みりめーとる
millimetre,みりめーとる
extremely high frequency wave,みりめーとるは
EHF,みりめーとるは
millilitre,みりりっとる
milling machine,みりんぐましん
mil (one thousandth of an inch),みる
mill,みる
Codium fragile (species of seaweed),みる
Milwaukee,みるうぉーきー
milker,みるかー
Milky Way,みるきーうぇー
casual felt hat (originally white) (和製: milky hat),みるきーはっと
Milky Hat (female singing group),みるきーはっと
milking action,みるきんぐあくしょん
milk,みるく
milk coffee,みるくこーひー
white coffee,みるくこーひー
milk shake,みるくしぇーく
milk shake,みるくせーき
milk chocolate,みるくちょこれーと
white tea (和製: milk tea),みるくてぃ
white tea (和製: milk tea),みるくてぃー
milk pan,みるくぱん
milk fiber rice,みるくふぁいばーらいす
milk fibre rice,みるくふぁいばーらいす
dairy,みるくぷらんと
milk plant,みるくぷらんと
